,question1,question2,is_duplicate,kw
1165,What are the advantages/disadvantages of paying with cash for both cheap and expensive items?,What's the difference between rice at different prices at the same store? How does it matter if the rice is old or new? Which one is the healthiest?,0,['health']
1166,What if my friend got her last period on 03/11/16 and until now she has not gotten her period. Does that mean she is pregnant?,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,0,['symptom']
1167,How do I do Surya Namaskar?,How many calories are burned doing Surya Namaskar?,0,['mask']
1168,What would happen if a venomous spider bit a tumor? Would that stop the cancer cells?,"What happens when a virus, bacterium etc interacts with a cancer cell?",0,['virus']
1169,is there any virus code that cant be found by gmail ?,Are there any human infecting viruses that are spread or can be contracted through air pollution produced by car exhausts and the like?,0,"['virus', 'infect']"
1170,Is Masters in Public Health course included in SOL?,Can I do masters in public health after BAMS?,0,['health']
1171,If I smell my goats genitals will he trust me more?,"I have a terminal illness and my hybrid cat loves and trusts me, although now she likes my partner and he loves her. Will she be mentally OK?",0,['illness']
1172,What is the best forensic medicine books for medical students?,What are the best books for medical students?,0,['medicine']
1173,Will I lose weight if I fast?,I have to reduce my weight by 15 kgs. What is the healthy rate at which I should aim to reduce per month? 21yr old-female-66kg-5.2ft?,0,['health']
1174,Can I get a meal plan that can help me lose weight? No red meat please.,What is a nutritional meal plan that I can eat every single day and still be healthy?,0,['health']
1175,"Is diagnostic medicine (ala House, MD) a real discipline?",What make House MD such a delightful season to watch?,0,['medicine']
1176,Is it healthy to eat meat?,Is it possible for everyone to eat meat sustainably?,0,['health']
1177,What are the symptoms of a lack of adequate blood flow to the brain?,Why does improving cerebral blood flow make me go wired?,0,['symptom']
1178,Is it possible to declare and set variables in hive?,What software(s) are used for job scheduling and dependency management with Hadoop-Hive set up?,0,['hiv']
1179,What are your thoughts regarding the proposed King Shivaji statue in Arabian Sea near the Indian city of Mumbai?,Is the project to build the Shivsmarak (Chhatrapati Shivaji Maharaj statue) in the Arabian sea worth Rupees 3600 Crore justified?,0,['hiv']
1180,"If you look at a beautiful thing and appreciate it as god's creation, do you also hold god responsible for natural disaster, disease, war, torture, rape and killing?","If God created all things, who created god?",0,['disease']
1181,What are the adverse health implications of smoking?,Does smoking marijuana during pregnancy harm the fetus? What effects would smoking marijuana have on a woman's pregnancy?,0,['health']
1182,What are the measures that could have prevented cash crunch post demonetization in India?,"What should I do if I notice child labour i.e. kid(s) working in food shops, hotels and factories?",0,['prevent']
1183,Is it healthy for dogs to eat bones?,Is it safe to feed my dog cooked ham bones?,0,['health']
1184,"How do I remove the Windows 8 ""watermark""?",How do you remove MoneyPak virus in Windows 8?,0,['virus']
1185,"Can I get health benefits from eating less gluten, or do I need to go 100% gluten free?",What is the scientific consensus on the effect of eating gluten on your health?,0,['health']
1186,What the type of mosquito that transmits dengue virus to humans? How does it transmits the virus and how can it be prevented?,Are there organisations doing social impact tourism in India?,0,"['virus', 'prevent']"
1187,Is the website Putlocker a legal and non virus website to watch movies and T.V. shows?,Is it safe to buy from AliExpress?,0,['virus']
1188,How can we retrieve archived chats on whatsapp?,What's with the archived chats on WhatsApp?,0,['hiv']
1189,"I get less than 6-7 hours of sleep a day, but I still feel pretty fine throughout the day. Is that healthy? Am I just ""blessed?""","I work out regularly, read books every day, eat healthy, and sleep well. Why am I still depressed?",0,['health']
1190,Which is a good inpatient drug and alcohol rehab center near Montgomery County NC?,What is a good inpatient drug and alcohol rehab center near Union County NC?,0,['patient']
1191,Does soap kill bacteria or just clean off bacteria and viruses? How does the hand washing process really work?,Does the foam that soap makes when washing hands contain bacteria and dirt?,0,['virus']
1192,Can a biological virus be created to target only a specific DNA?,Could a virus be used to modify existing DNA to remove disease?,0,"['virus', 'disease']"
1193,Will there be a rate of pollution so high that the human body cannot adapt and begins to suffer from cancer and other illnesses much sooner?,"Does homeopathy as a protocol assist the body to feed the illness and cure cancer, or does the body heal itself?",0,['illness']
1194,What type of screen protection is there in the Xiaomi Redmi note 3?,Should I buy Xiaomi Redmi Note 3? Why?,0,['protect']
1195,Are there modern-day descendants of the Mayans?,What were the uses of the Mayan masks?,0,['mask']
1196,What universities does Blueprint Medicines recruit new grads from? What majors are they looking for?,What universities does Foundation Medicine recruit new grads from? What majors are they looking for?,0,['medicine']
1197,Is it healthy/ok to use olive oil as lubricant for masturbation?,How can I use olive oil when I want to cook food?,0,['health']
1198,Some cats have brown-black discharge from their eyes/nose. Why? Is it the sign of an illness?,Does my cat's warm nose indicate that my cat is ill?,0,['illness']
1199,What habits do you incorporate to prevent complacency?,Why does a soul chooses earth for his karma? Why not any other planet from Galaxy universe?,0,['prevent']
1200,Does searching for air tickets in an incognito web browser prevent airfare search engines from increasing prices on flights that you search for often?,"When I search for flights on Hipmunk, Kayak, etc., does it signal demand to the airline and influence the ticket price?",0,['prevent']
1201,can I get site names which provides names of medicine without doctor's prescription?,How do I buy drugs without a prescription in Ireland? I want to continue my treatments and don't want to visit a doctor the next month. Are there any sites?,0,"['treatment', 'medicine']"
1202,I’ve had bad experiences with Indian ladies. I prefer to marry someone of any other race.Have i become a bit racist? Am I protecting myself from hurt?,I have been in the US for the past three months. I have had bad experiences from fellow Indians than any American. What am I missing here?,0,['protect']
1203,Do yoga can completly cure lung cancer?,What are the symptoms of lung cancer?,0,['symptom']
1204,What is a suitable inpatient drug and alcohol rehab center in Iroquois County IL?,What is a suitable inpatient drug and alcohol rehab center in Bureau County IL?,0,['patient']
